,Unnamed: 0,Title,Price,Location,Description,Condition,year,Make,Model,Trim,Color,Body Type,Number of Doors,Number of Seats,Drive Train,Transmission,Mileage
630,122,2022 Nissan Frontier S | 4X4 | TONNAEU COVER | BLACKED OUT ALLOY |,"$46,988.00",Markham / York Region 26/10/2022,"Stouffville Nissan is a part of Ontario's Largest Nissan Canada dealer group. From Toronto, Woodbridge, Maple, Richmond Hill and Stouffville the Alta Group is equipped to help you attain one of the ...
Automatic | 699 km",Used,2022.0,Nissan,Frontier,S | 4X4 | TONNAEU COVER | BLACKED OUT ALLOY |,Red,Pickup Truck,4,4,4 x 4,Automatic,699
631,123,"2020 Ram 1500 Limited Hemi 4x4, 12\"" Display, Navi, Clean Carfax","$59,598.00",Oshawa / Durham Region 21/10/2022,"$0 Down OAC, Plus HST And Licensing Only. Optional Fuel Surcharge Available Upon Purchase. We Accept All Types Of Credit. Affordable Extended Warranty Options Available. We Want Your Trade-In! We ...
Automatic | 61,900 km | CARFAX Canada Report",Used,2020.0,Ram,1500,"Limited Hemi 4x4, 12\ Display, Navi, Clean Carfax",Black,Pickup Truck,4,5,4 x 4,Automatic,"61,900"
632,124,2023 Hyundai Kona Electric ULTIMATE,"$54,290.00",NEW CAR Oshawa / Durham Region 27/10/2022,"If you've been looking for just the right vehicle, then stop your search right here. What a great deal on this 2023 Hyundai! This spectacularly designed vehicle challenges higher-priced competitors ...
Automatic",New,2023.0,Hyundai,Other,ULTIMATE,White,"SUV, Crossover",,,Other,Automatic,
633,125,2022 Volkswagen Tiguan,"$42,201.00
MSRP: $42,201.00",NEW CAR Oakville / Halton Region < 3 hours ago,"Engine: 4 Cylinder Engine 2.0L L/100Km City: 10.6 L/100Km Hwy: 8.0
Automatic",New,2022.0,Volkswagen,Tiguan,Comfortline 2.0T 8sp at w/Tip 4M,Silver,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,
634,126,2011 Mazda2 GS Hatchback,"$5,995.00",City of Toronto < 3 hours ago,"Selling a 2011 Mazda2 automatic 1,5L engine body in good shape no rust no accidents power steering power brakes cruise control keyless entry new brakes new tires runs and drives excellent selling for ...
Automatic | 205,000 km",Used,2011.0,Mazda,2,GS,Grey,Hatchback,4,5,Front-wheel drive (FWD),Automatic,"205,000"
635,127,2017 Mazda CX-5 GT TECH NAV RADAR CRUISE LANE DEPARTUR CLEAN CARFA,"$28,638.00",City of Toronto < 3 hours ago,"""We’ll Buy Your Car Event if You don’t buy ours, All Trade are Welcome Please Call 416-752-0970 to book your test drive today! We located at 2124 Lawrence Ave East, Scarborough, Ont M1R 3A3 2017 ...
Automatic | 67,805 km | CARFAX Canada Report",Used,2017.0,Mazda,CX-5,GT TECH NAV RADAR CRUISE LANE DEPARTUR CLEAN CARFA,Other,"SUV, Crossover",4,5,Other,Automatic,"67,805"
636,128,2023 Volvo XC90 Core B6,"$79,543.00
MSRP: $79,543.00",NEW CAR Oakville / Halton Region < 3 hours ago,"Engine: 2L TURBO 4cyl. L/100Km City: 11.9 L/100Km Hwy: 9.1
Automatic",New,2023.0,Volvo,Other,Core B6,Black,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,
637,129,2007 Honda Civic Coupe,"$5,100.00",City of Toronto < 3 hours ago,"For sale is a 2007 Honda Civic Coupe, 5 speed manual transmission. This car runs perfectly and has been maintained well and on time. New tires and brakes have put done recently. This car is clean ...
Manual | 252,000 km",Used,2007.0,Honda,Civic,,Silver,Coupe (2 door),2,5,Front-wheel drive (FWD),Manual,"252,000"
638,130,2014 Mazda Mazda3 GS-SKY,"$16,490.00",Oshawa / Durham Region < 3 hours ago,"Engine: 4 Cylinder Engine 2.0L L/100Km City: 6.8 L/100Km Hwy: 4.8
78,352 km | CARFAX Canada Report",Used,2014.0,Mazda,3,GS-SKY,Other,Sedan,4,5,Front-wheel drive (FWD),,"78,352"
639,131,2010 Toyota RAV4 Base,Please Contact,Oshawa / Durham Region < 3 hours ago,"L/100Km City: 9.7 L/100Km Hwy: 7.2
Automatic | 278,000 km | CARFAX Canada Report",Used,2010.0,Toyota,RAV4,Base,Other,"SUV, Crossover",4,5,4 x 4,Automatic,"278,000"
640,132,2015 Ford Focus SE,"$11,900.00",Oshawa / Durham Region < 3 hours ago,"162,172 km | CARFAX Canada Report",Used,2015.0,Ford,Focus,SE,Other,Sedan,4,5,Front-wheel drive (FWD),,"162,172"
641,133,Toyota corolla for sale,"$4,500.00",Mississauga / Peel Region < 3 hours ago,"Driven 135k only Need brakes Rest everything is fine Auto starter installed and comes with remote starter Windows mirror and locks are automatic Very good condition
135,200 km",Used,2001.0,Toyota,Corolla,,,Sedan,,,,,"135,200"
642,134,2010 Honda Odyssey,"$7,800.00",City of Toronto < 3 hours ago,"Honda odyssey for sale Clean van no issues no accidents lady driven For more information call : 647 249 2043
Automatic | 124,900 km",Used,2010.0,Honda,Odyssey,EX,Grey,"Minivan, Van",4,7,Front-wheel drive (FWD),Automatic,"124,900"
643,135,2019 TESLA MODEL 3,"$55,000.00",Markham / York Region < 3 hours ago,"Selling 2019 Tesla Model 3 RWD Private sale, save tax, save gas, low insurance One owner, one driver / well taken care of No accidents, no smoking Ambit staggered rims made for tesla (new tires) Also ...
76,500 km",Used,2019.0,Tesla,Model 3,3,White,Sedan,4,5,Rear-wheel drive (RWD),,"76,500"
644,136,2007 Toyota Corolla,"$5,599.00",City of Toronto < 3 hours ago,"Safety is Included. I got the safety done today. No rust 2007 Toyota Corolla Fully loaded. Sunroof. Power windows. Power locks. Backup Camera Wireless Apple CarPlay and Android Auto.Alloy Wheels. Ac ...
273,000 km",Used,2007.0,Toyota,Corolla,,,Sedan,,,,,"273,000"
645,137,2014 Ford Focus Titanium,"$13,500.00",City of Toronto < 3 hours ago,"Fully loaded Ford Focus Titanium -Leather interior -Self-parking -Sony audio system -Heated seats -2 key fobs -Sunroof -Remote starter -Ambient multi-colour lighting -NO ACCIDENTS -Winter tires with ...
Automatic | 142,000 km | CARFAX Canada Report",Used,2014.0,Ford,Focus,Titanium,Black,Sedan,5,4,Front-wheel drive (FWD),Automatic,"142,000"
646,138,2012 Mercedes-Benz GL-Class GL 350 BlueTEC 4MATIC,"$20,995.00",City of Toronto < 3 hours ago,"Mercedes Benz GL350 Bluetec 4MATIC - AMG Sports Package - Black Exterior on Black Interior - Carfax Verified - Clean Title - ONLY 149k KM - Loaded w/ Leather Heated Seats, Dual Sunroof, Navigation, ...
Automatic | 149,148 km | CARFAX Canada Report",Used,2012.0,Mercedes-Benz,GL-Class,GL 350 BlueTEC 4MATIC,Black,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,"149,148"
647,139,2008 Mercedes-Benz C300,"$8,500.00",Mississauga / Peel Region < 3 hours ago,"V6 oil change recently done. (3days ago) Car is in excellent condition. Lovely car ready to go. Needs parking. $8500. 6473756297
Automatic | 160,000 km",Used,2008.0,Mercedes-Benz,300-Series,,White,Sedan,,,,Automatic,"160,000"
648,140,2012 Dodge Journey,"$9,250.00",Oakville / Halton Region < 3 hours ago,"No Accident/ No Rust Well Maintained & Very Clean Push Button Start Keyless Entry Bluetooth Cruise Control Roof Rack Dual Climate Control AUX and USB Ports Automatic Transmission Air Conditioning ...
Automatic | 174,200 km",Used,2012.0,Dodge,Journey,,Grey,"SUV, Crossover",4,5,,Automatic,"174,200"
649,141,2007 BMW 328Xi IMMACULATE CONDITION ONLY 167K,"$8,250.00",Markham / York Region < 3 hours ago,"2007 BMW 328Xi in immaculate condition with only 166,500km all maintenance is up to date and Needs absolutely nothing for safety. Comes with BMW's Legendary N52 inline-six 3.0l engine to put out 230 ...
Automatic | 167,000 km",Used,2007.0,BMW,3-Series,328XI,Grey,Sedan,4,5,All-wheel drive (AWD),Automatic,"167,000"
650,142,2017 Mercedes-Benz GLS GLS 450 4MATIC,"$48,777.00",City of Toronto < 3 hours ago,"Mercedes Benz GLS450 4MATIC - Metallic Blue Exterior on Beige Interior - Carfax Verified - No Accidents - Local Ontario Vehicle - ONLY 134k KM - Full Service History at Mercedes - Loaded w/ Leather ...
Automatic | 134,984 km",Used,2017.0,Mercedes-Benz,GLS,GLS 450 4MATIC,Blue,"SUV, Crossover",4,7,All-wheel drive (AWD),Automatic,"134,984"
651,143,2008 Mercedes’ r500 4MATIC,"$4,000.00",City of Toronto < 3 hours ago,"Hi am selling my car Car running good Engine and transmission good No dash lights Very nice shape No rusty No accidents Call if you have any questions 6474823523
Automatic | 200,567 km",Used,2008.0,Mercedes-Benz,R-Class,5,Black,"Minivan, Van",5,7,All-wheel drive (AWD),Automatic,"200,567"
652,144,Pontiac G6 Convertible,"$5,500.00",Markham / York Region < 3 hours ago,"Car in great condition
210,000 km",Used,2009.0,Pontiac,G6,,,Convertible,,,,,"210,000"
653,145,2009 Ford Edge Limited,"$2,500.00",Mississauga / Peel Region < 3 hours ago,"The vehicle is in good working condition and is being sold ""as is"". Needs a bit of repair and price is negotiable. Asking price $2500 or best offer.
Automatic | 300,000 km",Used,2009.0,Ford,Edge,Limited,Black,"SUV, Crossover",4,5,4 x 4,Automatic,"300,000"
654,146,Kia Rio 5 2010,"$3,499.00",City of Toronto < 3 hours ago,"Second owner car, certified, clean,strong & very economy car. Clean title, report is still available. Used only on the highway’s. Completely maintained. One month ago changed front and rear parts and ...
Automatic | 299,999 km",Used,2010.0,Kia,Rio,Rio5 EX,,Hatchback,,,Front-wheel drive (FWD),Automatic,"299,999"
655,147,2017 Jeep Wrangler Sport S,"$28,500.00",Oakville / Halton Region < 3 hours ago,"Selling my 2017 jeep wrangler sport s. This car came equipped from factory with: - upgraded LED headlights - upgraded alpine audio sound system with subwoofer - lifted 4"" - Goodyear wrangler duratrac ...
Automatic | 110,000 km",Used,2017.0,Jeep,Wrangler,Sport S,Grey,"SUV, Crossover",2,5,4 x 4,Automatic,"110,000"
656,148,Chevrolet express,"$8,900.00",City of Toronto < 3 hours ago,"Chevrolet express van 2500 series 4.8 vortec in excellent condition.
Automatic | 229,000 km",Used,2009.0,Chevrolet,Express,chevy,White,"Minivan, Van",Other,2,Rear-wheel drive (RWD),Automatic,"229,000"
657,149,2002 HONDA CRV EX 4WD,"$3,600.00",Markham / York Region < 3 hours ago,"Runs and drives great Needs little to nothing for safety Perfect for winter 3600 OBO Price + HST ( Dealership sale) As is.
Automatic | 268,000 km",Used,2002.0,Honda,CR-V,,,"SUV, Crossover",,,4 x 4,Automatic,"268,000"
658,150,Mercedes Benz Convertible CLK-430-2002 Soft Top-Low Mileage,"$11,500.00",Oshawa / Durham Region 30/10/2022,"2002-CLK-430 w/8 Cyl.4.3 engine in good condition,no issues. Recently inspected,certified and serviced. Power electric Soft Top working nicely. With 166000 km and running smooth. New tires and ...
Automatic | 166,474 km",Used,2002.0,Mercedes-Benz,CLK-Class,,Blue,Convertible,2,4,Rear-wheel drive (RWD),Automatic,"166,474"
659,151,2019 Nissan Kicks SV,"$25,995.00",Provincial Top Ad:  Hamilton 30/10/2022,"Front Collision Mitigation,Tire Pressure Monitor,Knee Air Bag,Passenger Air Bag Sensor,Trip Computer,Traction Control,Back-Up Camera,Traction Control,Front Head Air Bag,Rear Head Air Bag,Stability ...
Automatic | 46,973 km | CARFAX Canada Report",Used,2019.0,Nissan,Other,SV,Black,"Minivan, Van",4,5,Front-wheel drive (FWD),Automatic,"46,973"
660,152,2022 Nissan Frontier King Cab 4x4 S,"$47,150.00",NEW CAR Markham / York Region 28/10/2022,"Grey Cloth Interior, Red Alert Paint, FREIGHT Engine: V6 Cylinder Engine 3.8L L/100Km City: 13.7 L/100Km Hwy: 10.6 Safety Equipment Electronic Stability Control (ESC) ABS And Driveline Traction ...
Automatic",New,2022.0,Nissan,Frontier,King Cab 4x4 S,Red,Pickup Truck,4,4,Other,Automatic,
661,153,2018 BMW 3 Series 330i X-DRIVE M SPORT NAVI PKG LEATHER SUNROOF 80K,"$32,400.00",City of Toronto 25/10/2022,"SEDAN..............NAVIGATION AND M-SPORT PACKAGE..............LED HEADLIGHTS...........AWD......LEATHER INT..............NAVIGATION.............POWER ...
Automatic | 80,210 km",Used,2018.0,BMW,3-Series,330i X-DRIVE M SPORT NAVI PKG LEATHER SUNROOF 80K,Silver,Sedan,,,All-wheel drive (AWD),Automatic,"80,210"
662,154,2003 Lexus SC 430 Convertible,"$17,900.00",City of Toronto 25/10/2022,"WE APPROVE EVERYONE.100% APPROVAL Thank you for shopping at Karmann Fine Cars! Welcoming new clients from all over Ontario Burlington Toronto Windsor Ottawa Montreal Kitchener Guelph Waterloo ...
Automatic | 184,834 km",Used,2003.0,Lexus,SC,Convertible,Gold,Convertible,,,Rear-wheel drive (RWD),Automatic,"184,834"
663,155,2013 Hyundai Accent GLS,"$9,600.00",Oakville / Halton Region < 4 hours ago,"Ready for Winter ~ New winter tires installed 1 owner ~ Female Driven , kept clean No issues ~ Drives perfect Fuel sipper ~ 1.6L engine costs around $40 to fill full tank Low kms barely driven. ...
Automatic | 113,000 km",Used,2013.0,Hyundai,Accent,GLS²,Red,Hatchback,5,5,Front-wheel drive (FWD),Automatic,"113,000"
664,156,2012 Nissan maxima (((transmission issues))),"$4,000.00",Mississauga / Peel Region < 4 hours ago,"Hi there selling my 2012 maxima it’s in good shape overall. Car runs and drives but won’t go over 70km a mechanic said it’s got something electrical wrong with the transmission. I’m asking 3500 or ...
Automatic | 260,000 km",Used,2012.0,Nissan,Maxima,,Silver,Sedan,4,5,Front-wheel drive (FWD),Automatic,"260,000"
665,157,Excellent condition 2008 Mercedes CLS 550 Moving sale,"$14,500.00",City of Toronto < 4 hours ago,"Excellent condition, no codes ,good tires, presently on the road, runs great! Need to sell as I’m moving . Call 647 892 4606 to speak with Anthony
Automatic | 157,000 km",Used,2008.0,Mercedes-Benz,CLS-Class,,Black,Sedan,,,,Automatic,"157,000"
666,158,Toyota Corolla 2003,"$5,800.00",City of Toronto < 4 hours ago,"Run and drive good certified
Automatic | 128,500 km",Used,2003.0,Toyota,Corolla,,Silver,Sedan,4,5,Front-wheel drive (FWD),Automatic,"128,500"
667,159,2013 Veloster turbo 6spd,"$12,300.00",Oshawa / Durham Region < 4 hours ago,"Selling my 2013 veloster turbo 6spd manual tech package Low Km. The car is fully loaded and is in mechanically and visually great shape, some wear for its age but nothing major I have touch up paint ...
Manual | 137,000 km",Used,2013.0,Hyundai,Veloster,teck package,Orange,Hatchback,3,,,Manual,"137,000"
668,160,2022 TYOTA SIENNA XLE,"$71,000.00",City of Toronto < 4 hours ago,"ONE OWNER EXCELLENT CONDITION
Automatic | 12,770 km",Used,2022.0,Toyota,Sienna,XLE,White,"Minivan, Van",5,Other,Front-wheel drive (FWD),Automatic,"12,770"
669,161,Mazda 3 2010,"$4,500.00",Oshawa / Durham Region < 4 hours ago,"In good condition and is ready for it’s new driver feel free to message me at anytime for any further information
251,640 km",Used,2010.0,Mazda,3,,Blue,Sedan,4,4,,,"251,640"
670,162,2020 Acura RDX A-SPEC 34800 KM Pano Roof,"$36,900.00",City of Toronto < 4 hours ago,"Less Than 35000 Km,White On Red Leather And Alpaca,,2.0 Ltr Turbo Charged, 272 HP 10-Speed Automatic 4 Cylinder, Excellent Fuel Economy,Fully Loaded With All Power Options Including A Very Large ...
Automatic | 34,800 km",Used,2020.0,Acura,RDX,A-SPEC,White,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"34,800"
671,163,2012 Honda Civic automatic 1.6 liter 4cylinder 4 xtra tires,"$5,190.00",Oakville / Halton Region < 4 hours ago,"2012 Honda Civic automatic transmission 1.6 liter 4cylinder asis 4 extra winter tires on rims Bluetooth cruise control etc
Automatic | 298,000 km",Used,2012.0,Honda,Civic,,,Sedan,,,,Automatic,"298,000"
672,164,2019 GMC Sierra 1500 Elevation X31 4X4 Certified,"$38,500.00",City of Toronto < 4 hours ago,"Must see, 2019 GMC Sierra 1500. This is a elevation model with a X31 package. Has custom front end with black grille. This truck has many features such as remote starter, centre console, bluetooth, ...
Automatic | 106,000 km",Used,2019.0,GMC,Sierra,Elevation X31,Red,Pickup Truck,,,4 x 4,Automatic,"106,000"
673,165,••••2015 FORD F-150 XLT SUPERCAB••••,"$19,500.00",City of Toronto < 4 hours ago,"2015 Ford F150 XLT comes with matching leer hardtop cap aluminum body. This truck is like new no dents or scratches on this truck. Under sprayed every year . No rust . No Accidents No Truck needs ...
Automatic | 140,000 km",Used,2015.0,Ford,F-150,,White,Pickup Truck,,6,4 x 4,Automatic,"140,000"
674,166,Midnight Blue 2013 Honda Accord Touring V6 - No Accidents,"$17,800.00",Markham / York Region < 4 hours ago,"This 278-hp V6 Accord has no accidents and is smoke/pet free. It comes fully loaded with all the features in the Touring class. Equipped with a right turn camera, to watch your blindspot, as well as ...
Automatic | 164,000 km",Used,2013.0,Honda,Accord,Touring V6,Blue,Sedan,4,5,,Automatic,"164,000"
675,167,2006 Range Rover for sale,"$7,500.00",Markham / York Region < 4 hours ago,"Couple months ago changed brake roters, tires new, suspension new, brake aluminum, has all over new paint, no rust, fixed transmission leak, new wiper blades, excellent interior, tune up done, ...
Automatic | 19,600 km",Used,2006.0,Land Rover,Range Rover,,Silver,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"19,600"
676,168,2019 Toyota RAV4 Limited,"$44,995.00",Oakville / Halton Region < 4 hours ago,"Engine: 4 Cylinder Engine 2.5L L/100Km City: 9.2 L/100Km Hwy: 7.1
Automatic | 40,770 km | CARFAX Canada Report",Used,2019.0,Toyota,RAV4,Limited,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"40,770"
677,169,2019 Toyota RAV4 Trail,"$42,995.00",Oakville / Halton Region < 4 hours ago,"Engine: 4 Cylinder Engine 2.5L L/100Km City: 9.2 L/100Km Hwy: 7.1
Automatic | 70,301 km | CARFAX Canada Report",Used,2019.0,Toyota,RAV4,Trail,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,"70,301"
678,170,2022 Toyota COROLLA CROSS L,"$30,995.00",Oakville / Halton Region < 4 hours ago,"L/100Km City: 8.1 L/100Km Hwy: 7.4
12,882 km | CARFAX Canada Report",Used,2022.0,Toyota,Corolla,L,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),,"12,882"
679,171,Gmc envoy,"$2,500.00",Oshawa / Durham Region < 4 hours ago,"2006 gmc envoy 227713 kms V6 4x4 Runs and drives AC ice Cold Power windows Power locks Sunroof Bose Rust on rear tail gate and passenger rear pannel Power steering cooler leaking (line has been ...
Automatic | 227,235 km",Used,2006.0,GMC,Envoy,,Black,"SUV, Crossover",4,5,4 x 4,Automatic,"227,235"
680,172,2017 Corolla XSE Auto leather alloy navigation push button,"$13,900.00",Oakville / Halton Region < 4 hours ago,"2017 Toyota Corolla automatic transmission XSE FULL OPTIONS LIMITED EDITION with leather seats alloy rims sunroof Bluetooth backup NEW BODY STYLE camera cruise control navigation push button start ...
Automatic | 295,000 km",Used,2017.0,Toyota,Corolla,limited edition,,Sedan,,,,Automatic,"295,000"
681,173,Astro Van,"$2,000.00",City of Toronto < 4 hours ago,"USED 2002 Astro Van, new snow tires. 150,000km
Automatic | 150,000 km",Used,2002.0,Chevrolet,Astro,,White,"Minivan, Van",5,2,Rear-wheel drive (RWD),Automatic,"150,000"
682,174,2018 Toyota Camry SE,"$30,995.00",Oakville / Halton Region < 4 hours ago,"Engine: 4 Cylinder Engine 2.5L L/100Km City: 8.4 L/100Km Hwy: 6.0
Automatic | 79,210 km | CARFAX Canada Report",Used,2018.0,Toyota,Camry,SE,Other,Sedan,4,5,Front-wheel drive (FWD),Automatic,"79,210"
683,175,2009 Ford F-350 XL 4x2 Great Condition Priced to Sell!,"$11,900.00",City of Toronto < 4 hours ago,"5.4 L V8 Gasoline Engine, 2009 US EPA Label, Automatic Transmission, Fiberglass Truck Cap, Drop-In Bed Liner, 245/75R17 Tires, 8 ft Bed
Automatic | 320,000 km",Used,2009.0,Ford,F-350,,Red,Pickup Truck,4,,,Automatic,"320,000"
684,176,2022 Toyota RAV4 LE AWD LE,"$33,114.50
MSRP: $33,114.50",NEW CAR Oakville / Halton Region < 4 hours ago,"RAV4 LE AWD L/100Km City: 8.7 L/100Km Hwy: 6.9
Automatic",New,2022.0,Toyota,RAV4,LE,Other,"SUV, Crossover",4,5,All-wheel drive (AWD),Automatic,
685,177,Porsche Cayman 2008 Silver,"$42,500.00",Mississauga / Peel Region < 4 hours ago,"Beautiful Porsche Cayman...silver on black ..low kms 61k, always garage stored, no accidents, all original ..,Michelin Pilot tires all around ...purchased at Pfaff and now just certified for sale by ...
Manual | 61,300 km",Used,2008.0,Porsche,Cayman,2 door,Silver,Coupe (2 door),2,2,,Manual,"61,300"
686,178,2009 BMW X5 3.0si - 7 seater,"$7,500.00",City of Toronto < 4 hours ago,"Looking to sell, want to get a smaller car Can be certified for asking price 2009 bmw x5, 3.0si engine, fully loaded, no rust no body damage Has 12 inch touch screen apple cat play deck and upgraded ...
Automatic | 207,000 km",Used,2009.0,BMW,X5,3.0si,Black,"SUV, Crossover",5,7,All-wheel drive (AWD),Automatic,"207,000"
